customer_id,transaction_date,amount
C00032,2025-12-10,71.49
C00032,2025-12-12,20.61
C00032,2025-12-25,26.95
C00033,2025-11-02,28.15
C00033,2025-11-02,53.65
C00033,2025-11-02,40.8
C00033,2025-11-04,8.55
C00033,2025-11-06,65.48
C00033,2025-11-07,73.7
C00033,2025-11-07,37.02
C00033,2025-11-13,63.97
C00033,2025-11-15,23.17
C00033,2025-11-16,43.51
C00033,2025-11-17,32.64
C00033,2025-11-20,48.29
C00033,2025-11-21,39.56
C00033,2025-11-29,23.93
C00033,2025-12-02,12.58
C00033,2025-12-02,21.29
C00033,2025-12-03,60.74
C00033,2025-12-06,15.17
C00033,2025-12-08,21.5
C00033,2025-12-13,6.02
C00033,2025-12-14,22.22
C00033,2025-12-23,31.35
C00033,2025-12-23,8.73
C00033,2025-12-25,55.56
C00033,2025-12-25,31.05
C00033,2025-12-28,17.23
C00033,2025-12-28,31.22
C00033,2025-12-29,37.5
C00035,2025-01-18,61.63
C00035,2025-01-25,52.32
C00035,2025-01-27,45.01
C00035,2025-01-31,87.1
C00035,2025-02-01,7.68
C00035,2025-02-07,17.84
C00035,2025-02-14,38.23
C00035,2025-02-15,43.24
C00035,2025-02-17,34.08
C00035,2025-02-22,9.15
C00035,2025-02-23,26.44
C00035,2025-02-25,111.17
C00035,2025-03-06,14.61
C00035,2025-03-09,37.59
C00035,2025-03-20,54.42
C00035,2025-03-23,66.96
C00035,2025-03-28,61.42
C00035,2025-04-06,24.87
C00035,2025-04-09,17.77
C00035,2025-04-12,117.11
C00035,2025-04-20,71.53
C00035,2025-04-28,40.35
C00035,2025-05-01,97.27
C00035,2025-05-03,11.21
C00035,2025-05-24,3.32
C00035,2025-06-20,42.88
C00035,2025-06-30,44.4
C00035,2025-06-30,10.18
C00036,2025-07-29,49.31
C00036,2025-08-03,15.1
C00036,2025-08-17,4.56
C00037,2025-04-14,85.4
C00037,2025-05-09,19.2
C00037,2025-06-11,33.21
C00038,2025-07-24,33.68
C00038,2025-07-25,1.88
C00038,2025-07-25,12.93
C00038,2025-07-30,31.13
C00038,2025-08-09,9.84
C00038,2025-08-10,17.14
C00038,2025-08-15,9.8
C00038,2025-08-25,21.75
C00038,2025-09-06,12.68
C00038,2025-09-07,0.54
C00038,2025-09-07,4.76
C00038,2025-09-12,25.05
C00038,2025-09-27,1.46
C00038,2025-10-02,16.56
C00038,2025-10-02,24.69
C00038,2025-10-05,4.31
C00038,2025-10-06,31.33
C00038,2025-10-13,40.67
C00038,2025-10-15,5.23
C00038,2025-10-20,9.45
C00038,2025-10-23,17.92
C00038,2025-10-23,44.82
C00038,2025-10-31,11.51
C00038,2025-11-08,27.04
C00038,2025-11-23,16.83
C00038,2025-12-04,9.42
C00038,2025-12-04,2.61
C00038,2025-12-07,8.12
C00038,2025-12-07,8.14
C00038,2025-12-10,50.42
C00038,2025-12-13,29.27
C00038,2025-12-17,11.37
C00038,2025-12-23,17.46
C00038,2025-12-26,8.95
C00039,2025-11-13,51.8
C00039,2025-11-14,21.26
C00039,2025-11-16,47.36
C00039,2025-11-21,35.5
C00039,2025-11-21,19.46
C00039,2025-11-25,26.37
C00039,2025-11-25,11.02
C00039,2025-11-27,4.94
C00039,2025-11-28,24.49
C00039,2025-11-29,113.65
C00039,2025-11-30,4.96
C00039,2025-12-03,103.8
C00039,2025-12-05,12.9
C00039,2025-12-05,7.84
C00039,2025-12-08,17.94
C00039,2025-12-09,26.0
C00039,2025-12-10,30.45
C00039,2025-12-15,4.28
C00039,2025-12-18,22.2
C00039,2025-12-20,4.52
C00039,2025-12-21,34.77
C00039,2025-12-22,85.63
C00039,2025-12-23,27.29
C00039,2025-12-25,10.91
C00039,2025-12-26,10.16
C00039,2025-12-27,26.59
C00039,2025-12-28,3.52
C00040,2025-01-24,111.24
C00040,2025-03-06,45.01
C00040,2025-03-11,72.65
C00040,2025-04-08,67.29
C00040,2025-04-10,24.53
C00040,2025-04-27,42.65
C00040,2025-06-18,40.22
C00040,2025-06-25,78.76
C00040,2025-08-14,12.89
C00040,2025-08-18,66.51
C00040,2025-08-27,48.62
C00040,2025-09-04,190.12
C00040,2025-09-07,79.31
C00040,2025-10-13,18.05
C00040,2025-10-14,39.15
C00041,2025-06-21,35.04
C00041,2025-07-06,34.27
C00041,2025-07-08,5.46
C00041,2025-07-13,25.58
C00041,2025-07-15,25.71
C00041,2025-07-15,44.76
C00041,2025-07-16,21.47
C00041,2025-08-02,83.08
C00041,2025-08-09,41.79
C00041,2025-08-19,44.84
C00041,2025-08-25,43.26
C00041,2025-08-26,32.38
C00041,2025-09-01,34.95
C00041,2025-09-09,67.4
C00041,2025-09-16,16.22
C00041,2025-09-16,34.01
C00041,2025-09-20,24.79
C00041,2025-09-26,56.56
C00041,2025-09-27,45.07
C00041,2025-10-08,17.79
C00041,2025-10-17,32.85
C00041,2025-10-19,24.42
C00041,2025-10-20,30.53
C00041,2025-11-12,17.43
C00041,2025-11-15,18.32
C00041,2025-11-19,8.85
C00041,2025-11-22,17.85
C00041,2025-11-23,65.49
C00041,2025-12-09,68.92
C00041,2025-12-13,15.23
C00041,2025-12-18,4.11
C00042,2025-03-17,120.14
C00042,2025-04-01,28.4
C00043,2025-09-07,92.15
C00043,2025-09-08,20.71
C00043,2025-09-22,43.01
C00043,2025-09-22,17.2
C00043,2025-09-24,53.28
C00043,2025-10-04,64.85
C00043,2025-10-11,37.36
C00043,2025-10-24,72.18
C00043,2025-10-24,76.01
C00043,2025-10-25,32.1
C00043,2025-10-31,38.4
C00043,2025-11-04,42.22
C00043,2025-11-04,51.33
C00043,2025-11-05,17.28
C00043,2025-11-17,19.84
C00043,2025-11-20,42.51
C00043,2025-12-20,106.0
C00043,2025-12-21,82.28
C00043,2025-12-24,21.33
C00044,2025-01-23,2.56
C00044,2025-01-29,51.17
C00044,2025-02-07,66.51
C00045,2025-11-21,168.45
C00045,2025-11-30,22.4
C00045,2025-12-07,8.38
C00045,2025-12-12,64.5
C00045,2025-12-20,65.56
C00046,2025-04-06,94.29
C00046,2025-04-09,85.5
C00046,2025-04-17,31.57
C00046,2025-04-24,30.14
C00046,2025-04-26,94.41
C00046,2025-04-26,89.63
C00046,2025-05-01,110.77
C00046,2025-05-20,164.62
C00047,2025-03-17,24.61
C00048,2025-11-06,20.54
C00048,2025-11-18,255.17
C00048,2025-11-21,65.39
C00049,2025-10-01,15.01
C00049,2025-11-10,30.71
C00050,2025-05-14,66.3
C00050,2025-05-20,36.42
C00050,2025-05-22,127.06
C00050,2025-06-09,29.39
C00050,2025-07-01,126.91
C00050,2025-07-12,85.18
C00051,2025-10-30,20.96
C00051,2025-11-01,94.7
C00051,2025-11-07,25.94
C00051,2025-11-07,11.87
C00051,2025-11-10,31.48
C00051,2025-11-24,0.45
C00051,2025-11-29,65.23
C00051,2025-12-10,65.02
C00051,2025-12-10,34.37
C00051,2025-12-10,126.87
C00051,2025-12-19,10.26
C00051,2025-12-19,40.32
C00051,2025-12-20,55.89
C00051,2025-12-28,21.74
C00051,2025-12-30,9.07
C00052,2025-05-12,5.61
C00052,2025-05-16,50.08
C00052,2025-05-18,11.58
C00053,2025-09-22,252.22
C00053,2025-09-22,97.09
C00053,2025-09-29,36.39
C00053,2025-10-02,74.98
C00053,2025-10-04,107.32
C00053,2025-10-05,91.3
C00053,2025-10-11,29.71
C00053,2025-10-16,105.94
C00053,2025-10-26,158.74
C00054,2025-11-05,7.47
C00054,2025-11-15,34.64
C00054,2025-11-21,50.31
C00055,2025-12-03,47.9
C00055,2025-12-04,27.61
C00055,2025-12-05,8.29
C00055,2025-12-08,15.06
C00055,2025-12-10,24.02
C00055,2025-12-14,9.69
C00055,2025-12-15,59.51
C00055,2025-12-18,30.91
C00055,2025-12-19,31.72
C00055,2025-12-19,15.37
C00055,2025-12-25,42.14
C00055,2025-12-28,35.62
C00055,2025-12-30,23.19
C00056,2025-10-11,140.04
C00056,2025-10-13,142.67
C00056,2025-10-15,38.27
C00056,2025-10-20,61.26
C00056,2025-11-05,144.86
C00056,2025-11-08,97.07
C00056,2025-11-10,40.22
C00056,2025-11-11,198.43
C00056,2025-11-14,42.84
C00056,2025-11-15,333.86
C00056,2025-11-22,158.64
C00056,2025-11-26,104.99
C00056,2025-12-16,88.62
C00056,2025-12-20,59.2
C00056,2025-12-21,14.45
C00056,2025-12-26,53.16
C00056,2025-12-31,145.3
C00057,2025-08-27,40.7
C00057,2025-10-26,72.39
C00057,2025-11-02,12.01
C00057,2025-11-13,43.87
C00057,2025-11-17,15.45
C00058,2025-08-29,91.06
C00058,2025-11-06,49.56
C00059,2025-02-09,40.12
C00059,2025-02-13,22.84
C00059,2025-02-28,22.72
C00059,2025-03-11,19.91
C00059,2025-03-15,54.09
C00059,2025-03-23,86.52
C00059,2025-03-25,52.94
C00059,2025-03-30,40.9
C00059,2025-04-24,14.9
C00059,2025-06-26,13.29
C00059,2025-07-24,12.08
C00059,2025-07-28,16.89
C00059,2025-07-31,15.56
C00059,2025-08-03,35.37
C00059,2025-08-14,5.25
C00060,2025-05-27,190.62
C00060,2025-05-29,17.53
C00060,2025-05-30,351.77
C00060,2025-06-27,140.44
C00060,2025-07-03,227.77
C00060,2025-07-12,216.55
C00060,2025-07-28,38.91
C00060,2025-08-18,2.78
C00060,2025-08-29,91.84
C00060,2025-09-17,81.23
C00060,2025-09-20,77.24
C00060,2025-09-21,65.14
C00061,2025-05-03,197.53
C00061,2025-05-16,36.94
C00061,2025-05-25,61.33
C00061,2025-07-30,28.37
C00061,2025-09-10,32.57
C00061,2025-09-15,8.86
C00061,2025-10-12,6.04
C00062,2025-11-14,218.92
C00062,2025-11-27,38.04
C00062,2025-12-06,19.51
C00062,2025-12-15,2.46
C00063,2025-06-25,43.77
C00063,2025-07-08,16.49
C00063,2025-07-21,3.28
C00063,2025-08-03,30.84
C00063,2025-08-30,31.24
C00063,2025-09-01,15.77
C00063,2025-09-11,52.3
C00063,2025-09-16,47.71
C00063,2025-09-19,48.07
C00064,2025-06-08,36.65
C00064,2025-07-22,64.7
C00064,2025-07-25,29.69
C00064,2025-08-15,11.18
C00064,2025-09-20,35.88
C00064,2025-10-29,65.09
C00064,2025-11-02,69.21
C00064,2025-11-21,13.44
C00064,2025-11-30,56.5
C00064,2025-12-22,28.32
C00064,2025-12-23,90.02
C00064,2025-12-29,11.41
C00065,2025-04-02,18.18
C00065,2025-04-07,47.84
C00065,2025-04-28,22.72
C00065,2025-05-15,29.93
C00065,2025-05-27,83.1
C00065,2025-05-29,75.12
C00065,2025-05-31,23.07
C00065,2025-06-03,22.27
C00065,2025-06-22,19.96
C00065,2025-06-30,112.52
C00065,2025-07-07,30.5
C00066,2025-02-09,118.43
C00066,2025-02-12,94.61
C00066,2025-02-14,55.2
C00066,2025-02-17,12.48
C00066,2025-02-23,59.82
C00066,2025-02-27,45.78
C00066,2025-02-28,10.2
C00066,2025-03-07,200.29
C00066,2025-03-09,113.7
C00066,2025-03-21,87.39
C00066,2025-03-31,9.16
C00066,2025-04-05,134.44
C00066,2025-04-19,44.81
C00066,2025-04-25,41.36
C00066,2025-04-26,80.93
C00066,2025-05-01,67.3
C00066,2025-05-08,16.02
C00066,2025-05-24,49.22
C00066,2025-05-27,16.97
C00066,2025-06-05,18.42
C00066,2025-06-13,83.39
C00066,2025-06-27,60.34
C00066,2025-07-07,167.59
C00066,2025-08-12,25.44
C00066,2025-08-13,182.77
C00066,2025-08-14,34.24
C00066,2025-08-14,39.05
C00066,2025-08-21,27.92
C00066,2025-09-07,75.42
C00066,2025-09-11,101.97
C00066,2025-09-19,33.05
C00066,2025-09-20,159.79
C00066,2025-09-28,23.84
C00066,2025-10-03,62.57
C00067,2025-03-15,9.81
C00067,2025-03-26,17.08
C00067,2025-04-04,10.59
C00067,2025-04-10,38.66
C00067,2025-04-24,14.73
C00067,2025-04-27,65.96
C00067,2025-04-30,15.4
C00067,2025-05-05,90.79
C00067,2025-05-14,45.95
C00067,2025-05-16,23.95
C00067,2025-05-27,12.7
C00067,2025-06-04,27.53
C00067,2025-06-10,45.84
C00067,2025-06-14,35.44
C00067,2025-06-18,41.0
C00067,2025-06-28,35.98
C00067,2025-07-04,32.35
C00067,2025-07-08,14.68
C00067,2025-07-14,9.15
C00067,2025-07-17,35.23
C00067,2025-07-19,3.47
C00067,2025-07-19,5.73
C00067,2025-08-25,21.09
C00067,2025-08-29,63.64
C00067,2025-08-29,8.67
C00067,2025-09-02,10.93
C00067,2025-09-03,72.0
C00067,2025-09-04,67.75
C00067,2025-09-06,19.13
C00067,2025-09-06,16.45
C00067,2025-09-10,14.82
C00067,2025-09-10,23.81
C00067,2025-09-14,24.42
C00067,2025-10-15,21.79
C00067,2025-10-19,53.29
C00068,2025-07-14,21.22
C00068,2025-08-03,79.04
C00068,2025-08-10,80.36
C00068,2025-10-25,87.7
C00069,2025-03-31,72.44
C00069,2025-04-04,35.37
C00069,2025-05-02,28.11
C00069,2025-05-05,112.52
C00069,2025-05-12,159.87
C00069,2025-05-19,146.08
C00069,2025-05-23,194.84
C00069,2025-05-27,133.75
C00069,2025-05-28,25.37
C00069,2025-06-03,112.56
C00069,2025-06-06,54.82
C00069,2025-06-16,98.66
C00069,2025-06-23,70.81
C00069,2025-06-28,62.77
C00069,2025-07-10,74.28
C00069,2025-07-19,260.91
C00069,2025-07-26,10.2
C00069,2025-08-01,29.87
C00069,2025-08-10,33.44
C00069,2025-08-13,69.45
C00069,2025-08-14,139.24
C00069,2025-08-19,65.93
C00069,2025-08-23,151.98
C00069,2025-08-25,186.23
C00069,2025-08-27,16.83
C00069,2025-09-10,180.41
C00069,2025-09-12,155.56
C00069,2025-09-20,204.98
C00069,2025-10-02,84.15
C00069,2025-10-07,105.71
C00069,2025-10-20,157.42
C00069,2025-11-24,99.88
C00069,2025-11-26,18.7
C00069,2025-12-03,35.35
C00069,2025-12-03,85.18
C00069,2025-12-04,256.56
C00069,2025-12-05,128.95
C00069,2025-12-08,46.48
C00069,2025-12-26,50.11
C00069,2025-12-31,52.1
C00070,2025-05-30,14.16
C00070,2025-08-14,37.35
C00070,2025-08-19,10.91
C00070,2025-08-26,30.35
C00070,2025-09-04,18.93
C00070,2025-09-15,15.88
C00071,2025-02-16,108.82
C00071,2025-02-18,40.6
C00071,2025-02-22,97.31
C00071,2025-02-24,106.31
C00071,2025-02-26,104.52
C00071,2025-02-26,41.83
C00071,2025-02-28,31.41
C00071,2025-03-02,205.15
C00071,2025-03-09,199.65
C00071,2025-03-22,160.8
C00071,2025-03-26,89.94
C00071,2025-03-27,198.23
C00071,2025-03-27,79.89
C00071,2025-03-29,36.25
C00071,2025-04-04,39.44
C00071,2025-04-05,69.34
C00071,2025-04-06,52.02
C00071,2025-04-10,124.95
C00071,2025-04-10,5.97
C00071,2025-04-15,158.11
C00071,2025-05-01,83.35
C00071,2025-05-08,49.23
C00071,2025-05-11,77.35
C00071,2025-05-14,75.84
C00071,2025-05-14,180.41
C00071,2025-05-15,227.81
C00071,2025-05-15,122.21
C00072,2025-05-06,36.98
C00072,2025-05-08,27.11
C00072,2025-05-18,38.55
C00072,2025-05-19,17.34
C00072,2025-05-19,9.76
C00072,2025-05-25,91.09
C00072,2025-05-30,82.27
C00072,2025-05-31,30.97
C00072,2025-06-14,64.9
C00072,2025-06-15,13.36
C00072,2025-06-16,19.96
C00072,2025-06-16,46.55
C00072,2025-06-22,98.89
C00072,2025-06-22,215.57
C00072,2025-06-25,63.27
C00072,2025-06-25,65.99
C00072,2025-06-26,57.05
C00072,2025-06-30,34.16
C00072,2025-07-06,118.23
C00072,2025-07-06,11.25
C00072,2025-07-06,47.15
C00072,2025-07-16,87.59
C00072,2025-07-23,58.82
C00072,2025-07-25,16.4
C00072,2025-07-25,12.59
C00072,2025-07-26,47.16
C00072,2025-08-05,9.98
C00072,2025-08-12,157.62
C00072,2025-08-17,55.3
C00072,2025-08-19,83.64
C00072,2025-08-20,107.27
C00072,2025-08-29,53.19
C00072,2025-09-01,77.57
C00072,2025-09-12,54.71
C00072,2025-09-13,51.46
C00072,2025-09-14,56.62
C00072,2025-09-16,303.95
C00072,2025-09-18,97.33
C00072,2025-09-26,256.63
C00072,2025-09-30,54.98
C00072,2025-10-07,156.4
C00073,2025-05-11,34.93
C00073,2025-05-21,22.52
C00073,2025-08-14,29.22
C00074,2025-04-22,32.55
C00074,2025-05-10,26.93
C00074,2025-05-11,14.59
C00074,2025-05-13,18.08
C00074,2025-05-16,3.1
C00074,2025-05-24,3.68
C00074,2025-05-28,12.53
C00074,2025-05-31,35.41
C00074,2025-06-09,9.47
C00074,2025-06-28,18.69
C00074,2025-06-30,58.11
C00074,2025-07-05,10.6
C00074,2025-07-07,32.17
C00074,2025-07-08,6.68
C00074,2025-07-20,12.55
C00074,2025-07-25,56.96
C00074,2025-07-26,13.0
C00074,2025-07-27,9.81
C00074,2025-07-27,9.95
C00074,2025-07-31,38.18
C00074,2025-08-05,21.87
C00074,2025-08-09,21.18
C00074,2025-08-18,13.04
C00074,2025-09-04,15.72
C00074,2025-09-06,12.63
C00074,2025-09-22,12.69
C00074,2025-09-25,40.63
C00075,2025-10-12,42.08
C00075,2025-10-16,122.62
C00075,2025-10-27,122.42
C00075,2025-10-28,55.61
C00075,2025-10-31,14.09
C00075,2025-11-12,46.22
C00075,2025-12-02,10.19
C00075,2025-12-08,79.95
C00075,2025-12-16,30.94
C00076,2025-03-30,94.99
